Category,Name,Count,Details
Tested Method,__init__,112,Called 112 times in tests
Tested Method,add_item,87,Called 87 times in tests
Tested Method,remove_item,12,Called 12 times in tests
Tested Method,get_subtotal,9,Called 9 times in tests
Tested Method,apply_discount,13,Called 13 times in tests
Tested Method,calculate_shipping,7,Called 7 times in tests
Tested Method,calculate_tax,7,Called 7 times in tests
Tested Method,calculate_total,18,Called 18 times in tests
Tested Method,total_items,9,Called 9 times in tests
Tested Method,list_items,5,Called 5 times in tests
Tested Method,is_empty,8,Called 8 times in tests
Tested Method,clear_order,6,Called 6 times in tests
Potential Duplicate,test_init_zero_tax_rate <-> test_init_maximum_tax_rate,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 19, 31)"
Potential Duplicate,test_init_maximum_tax_rate <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_init_maximum_tax_rate <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 23, 31)"
Potential Duplicate,test_init_zero_shipping_cost <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 27, 31)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_single_custom_quantity,82.5,"Similarity: 82.5% (lines 63, 71)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_duplicate_increases_quantity,82.2,"Similarity: 82.2% (lines 63, 76)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_multiple_different_items,84.4,"Similarity: 84.4% (lines 63, 83)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_large_quantity,82.9,"Similarity: 82.9% (lines 63, 90)"
