Category,Name,Count,Details
Tested Method,__init__,18,Called 18 times in tests
Tested Method,add_item,44,Called 44 times in tests
Tested Method,remove_item,5,Called 5 times in tests
Tested Method,get_subtotal,6,Called 6 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,5,Called 5 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,7,Called 7 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_add_single_item <-> test_add_item_with_quantity,93.3,"Similarity: 93.3% (lines 39, 43)"
Potential Duplicate,test_add_single_item <-> test_add_multiple_different_items,90.0,"Similarity: 90.0% (lines 39, 47)"
Potential Duplicate,test_add_single_item <-> test_add_same_item_twice_increases_quantity,88.0,"Similarity: 88.0% (lines 39, 84)"
Potential Duplicate,test_add_single_item <-> test_total_items_single_item,100.0,"Similarity: 100.0% (lines 39, 272)"
Potential Duplicate,test_add_single_item <-> test_total_items_with_quantity,93.3,"Similarity: 93.3% (lines 39, 276)"
Potential Duplicate,test_add_single_item <-> test_total_items_multiple_items,86.7,"Similarity: 86.7% (lines 39, 280)"
Potential Duplicate,test_add_single_item <-> test_clear_order_resets_total_items,80.8,"Similarity: 80.8% (lines 39, 305)"
Potential Duplicate,test_add_item_with_quantity <-> test_add_multiple_different_items,88.0,"Similarity: 88.0% (lines 43, 47)"
Potential Duplicate,test_add_item_with_quantity <-> test_add_same_item_twice_increases_quantity,92.0,"Similarity: 92.0% (lines 43, 84)"
Potential Duplicate,test_add_item_with_quantity <-> test_total_items_single_item,93.3,"Similarity: 93.3% (lines 43, 272)"
