Category,Name,Count,Details
Tested Method,__init__,101,Called 101 times in tests
Tested Method,add_item,76,Called 76 times in tests
Tested Method,remove_item,11,Called 11 times in tests
Tested Method,get_subtotal,13,Called 13 times in tests
Tested Method,apply_discount,11,Called 11 times in tests
Tested Method,calculate_shipping,10,Called 10 times in tests
Tested Method,calculate_tax,7,Called 7 times in tests
Tested Method,calculate_total,15,Called 15 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,14,Called 14 times in tests
Tested Method,is_empty,9,Called 9 times in tests
Tested Method,clear_order,8,Called 8 times in tests
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_shipping_threshold,100.0,"Similarity: 100.0% (lines 30, 34)"
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 30, 38)"
Potential Duplicate,test_init_zero_shipping_threshold <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 34, 38)"
Potential Duplicate,test_add_item_with_defaults <-> test_add_item_with_explicit_quantity,93.3,"Similarity: 93.3% (lines 54, 59)"
Potential Duplicate,test_add_item_with_defaults <-> test_total_items_single_item_quantity_one,100.0,"Similarity: 100.0% (lines 54, 383)"
Potential Duplicate,test_add_item_with_defaults <-> test_total_items_single_item_quantity_greater_than_one,93.3,"Similarity: 93.3% (lines 54, 388)"
Potential Duplicate,test_add_item_with_defaults <-> test_total_items_multiple_items,85.7,"Similarity: 85.7% (lines 54, 393)"
Potential Duplicate,test_add_item_with_defaults <-> test_total_items_after_clearing,80.8,"Similarity: 80.8% (lines 54, 406)"
Potential Duplicate,test_add_item_with_explicit_quantity <-> test_total_items_single_item_quantity_one,93.3,"Similarity: 93.3% (lines 59, 383)"
Potential Duplicate,test_add_item_with_explicit_quantity <-> test_total_items_single_item_quantity_greater_than_one,100.0,"Similarity: 100.0% (lines 59, 388)"
