Category,Name,Count,Details
Tested Method,__init__,66,Called 66 times in tests
Tested Method,add_item,37,Called 37 times in tests
Tested Method,remove_item,5,Called 5 times in tests
Tested Method,get_subtotal,3,Called 3 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,5,Called 5 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,7,Called 7 times in tests
Tested Method,total_items,7,Called 7 times in tests
Tested Method,list_items,5,Called 5 times in tests
Tested Method,is_empty,8,Called 8 times in tests
Tested Method,clear_order,3,Called 3 times in tests
Potential Duplicate,test_add_item_same_name_and_price_increases_quantity <-> test_total_items_single_item,88.0,"Similarity: 88.0% (lines 58, 278)"
Potential Duplicate,test_add_item_same_name_and_price_increases_quantity <-> test_total_items_multiple_items,88.6,"Similarity: 88.6% (lines 58, 283)"
Potential Duplicate,test_get_subtotal_single_item <-> test_get_subtotal_multiple_items,82.2,"Similarity: 82.2% (lines 132, 137)"
Potential Duplicate,test_apply_discount_zero_discount <-> test_apply_discount_full_discount,100.0,"Similarity: 100.0% (lines 148, 153)"
Potential Duplicate,test_apply_discount_zero_discount <-> test_apply_discount_partial_discount,86.7,"Similarity: 86.7% (lines 148, 158)"
Potential Duplicate,test_apply_discount_full_discount <-> test_apply_discount_partial_discount,86.7,"Similarity: 86.7% (lines 153, 158)"
Potential Duplicate,test_apply_discount_negative_subtotal <-> test_apply_discount_negative_discount_rate,86.7,"Similarity: 86.7% (lines 163, 168)"
Potential Duplicate,test_apply_discount_negative_subtotal <-> test_apply_discount_invalid_subtotal_type,86.7,"Similarity: 86.7% (lines 163, 178)"
Potential Duplicate,test_apply_discount_negative_discount_rate <-> test_apply_discount_discount_above_one,86.7,"Similarity: 86.7% (lines 168, 173)"
Potential Duplicate,test_apply_discount_negative_discount_rate <-> test_apply_discount_invalid_subtotal_type,86.7,"Similarity: 86.7% (lines 168, 178)"
