Category,Name,Count,Details
Tested Method,__init__,11,Called 11 times in tests
Tested Method,add_item,25,Called 25 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,5,Called 5 times in tests
Tested Method,total_items,1,Called 1 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,2,Called 2 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_new <-> test_add_item_default_quantity,90.0,"Similarity: 90.0% (lines 50, 55)"
Potential Duplicate,test_add_item_new <-> test_add_item_update_quantity,90.0,"Similarity: 90.0% (lines 50, 59)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_update_quantity,90.0,"Similarity: 90.0% (lines 55, 59)"
Potential Duplicate,test_add_item_price_conflict <-> test_add_item_empty_name,86.7,"Similarity: 86.7% (lines 65, 70)"
Potential Duplicate,test_add_item_price_conflict <-> test_add_item_zero_price,86.7,"Similarity: 86.7% (lines 65, 74)"
Potential Duplicate,test_add_item_price_conflict <-> test_add_item_negative_quantity,93.3,"Similarity: 93.3% (lines 65, 78)"
Potential Duplicate,test_add_item_price_conflict <-> test_add_item_invalid_types,86.7,"Similarity: 86.7% (lines 65, 82)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_negative_quantity,90.0,"Similarity: 90.0% (lines 70, 78)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_types,84.0,"Similarity: 84.0% (lines 70, 82)"
Potential Duplicate,test_add_item_zero_price <-> test_add_item_negative_quantity,90.0,"Similarity: 90.0% (lines 74, 78)"
