Category,Name,Count,Details
Tested Method,__init__,101,Called 101 times in tests
Tested Method,add_item,67,Called 67 times in tests
Tested Method,remove_item,8,Called 8 times in tests
Tested Method,get_subtotal,8,Called 8 times in tests
Tested Method,apply_discount,15,Called 15 times in tests
Tested Method,calculate_shipping,10,Called 10 times in tests
Tested Method,calculate_tax,9,Called 9 times in tests
Tested Method,calculate_total,14,Called 14 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,8,Called 8 times in tests
Tested Method,is_empty,9,Called 9 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_tax_rate_zero <-> test_init_tax_rate_one,100.0,"Similarity: 100.0% (lines 18, 22)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 18, 26)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 18, 30)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 22, 26)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 22, 30)"
Potential Duplicate,test_init_free_shipping_threshold_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 26, 30)"
Potential Duplicate,test_add_item_single_with_default_quantity <-> test_add_item_single_with_explicit_quantity,93.3,"Similarity: 93.3% (lines 62, 67)"
Potential Duplicate,test_add_item_single_with_default_quantity <-> test_add_item_same_item_twice_merges_quantity,90.0,"Similarity: 90.0% (lines 62, 78)"
Potential Duplicate,test_add_item_single_with_default_quantity <-> test_add_item_quantity_one_minimum_valid,100.0,"Similarity: 100.0% (lines 62, 84)"
Potential Duplicate,test_add_item_single_with_default_quantity <-> test_total_items_single_item,93.3,"Similarity: 93.3% (lines 62, 435)"
