Category,Name,Count,Details
Tested Method,__init__,61,Called 61 times in tests
Tested Method,add_item,33,Called 33 times in tests
Tested Method,remove_item,4,Called 4 times in tests
Tested Method,get_subtotal,3,Called 3 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,6,Called 6 times in tests
Tested Method,total_items,3,Called 3 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,2,Called 2 times in tests
Potential Duplicate,test_add_item_single <-> test_add_item_default_quantity,82.5,"Similarity: 82.5% (lines 46, 54)"
Potential Duplicate,test_add_item_single <-> test_add_item_same_name_and_price_increases_quantity,84.4,"Similarity: 84.4% (lines 46, 59)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_same_name_and_price_increases_quantity,82.9,"Similarity: 82.9% (lines 54, 59)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_zero_price,100.0,"Similarity: 100.0% (lines 71, 76)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_zero_quantity,100.0,"Similarity: 100.0% (lines 71, 81)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_negative_quantity,100.0,"Similarity: 100.0% (lines 71, 86)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_same_name_different_price,90.0,"Similarity: 90.0% (lines 71, 91)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_price_wrong_type,90.0,"Similarity: 90.0% (lines 71, 102)"
Potential Duplicate,test_add_item_negative_price <-> test_add_item_quantity_wrong_type,90.0,"Similarity: 90.0% (lines 71, 107)"
Potential Duplicate,test_add_item_zero_price <-> test_add_item_zero_quantity,100.0,"Similarity: 100.0% (lines 76, 81)"
