Category,Name,Count,Details
Tested Method,__init__,102,Called 102 times in tests
Tested Method,add_item,67,Called 67 times in tests
Tested Method,remove_item,8,Called 8 times in tests
Tested Method,get_subtotal,7,Called 7 times in tests
Tested Method,apply_discount,12,Called 12 times in tests
Tested Method,calculate_shipping,8,Called 8 times in tests
Tested Method,calculate_tax,8,Called 8 times in tests
Tested Method,calculate_total,13,Called 13 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,5,Called 5 times in tests
Tested Method,is_empty,12,Called 12 times in tests
Tested Method,clear_order,6,Called 6 times in tests
Potential Duplicate,test_init_tax_rate_minimum_boundary <-> test_init_tax_rate_maximum_boundary,100.0,"Similarity: 100.0% (lines 24, 28)"
Potential Duplicate,test_init_tax_rate_minimum_boundary <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 24, 32)"
Potential Duplicate,test_init_tax_rate_minimum_boundary <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 24, 36)"
Potential Duplicate,test_init_tax_rate_maximum_boundary <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 28, 32)"
Potential Duplicate,test_init_tax_rate_maximum_boundary <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 28, 36)"
Potential Duplicate,test_init_free_shipping_threshold_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 32, 36)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_explicit_quantity,93.3,"Similarity: 93.3% (lines 72, 77)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_multiple_different_items,85.7,"Similarity: 85.7% (lines 72, 82)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_duplicate_increases_quantity,88.0,"Similarity: 88.0% (lines 72, 88)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_quantity_exactly_one,100.0,"Similarity: 100.0% (lines 72, 94)"
