Category,Name,Count,Details
Tested Method,__init__,22,Called 22 times in tests
Tested Method,add_item,40,Called 40 times in tests
Tested Method,remove_item,5,Called 5 times in tests
Tested Method,get_subtotal,3,Called 3 times in tests
Tested Method,apply_discount,9,Called 9 times in tests
Tested Method,calculate_shipping,5,Called 5 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,8,Called 8 times in tests
Tested Method,total_items,7,Called 7 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,3,Called 3 times in tests
Potential Duplicate,test_tax_rate_zero <-> test_tax_rate_one,100.0,"Similarity: 100.0% (lines 18, 22)"
Potential Duplicate,test_negative_free_shipping_threshold_raises_value_error <-> test_negative_shipping_cost_raises_value_error,100.0,"Similarity: 100.0% (lines 34, 38)"
Potential Duplicate,test_add_single_item <-> test_add_item_default_quantity,93.3,"Similarity: 93.3% (lines 59, 63)"
Potential Duplicate,test_add_single_item <-> test_add_same_item_increases_quantity,92.0,"Similarity: 92.0% (lines 59, 67)"
Potential Duplicate,test_add_single_item <-> test_add_different_items,90.0,"Similarity: 90.0% (lines 59, 72)"
Potential Duplicate,test_add_single_item <-> test_total_items_single_item,90.0,"Similarity: 90.0% (lines 59, 301)"
Potential Duplicate,test_add_single_item <-> test_total_items_multiple_items,90.0,"Similarity: 90.0% (lines 59, 305)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_same_item_increases_quantity,88.0,"Similarity: 88.0% (lines 63, 67)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_different_items,86.7,"Similarity: 86.7% (lines 63, 72)"
Potential Duplicate,test_add_item_default_quantity <-> test_total_items_single_item,93.3,"Similarity: 93.3% (lines 63, 301)"
