Category,Name,Count,Details
Tested Method,__init__,9,Called 9 times in tests
Tested Method,add_item,26,Called 26 times in tests
Tested Method,remove_item,4,Called 4 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,5,Called 5 times in tests
Tested Method,calculate_shipping,5,Called 5 times in tests
Tested Method,calculate_tax,5,Called 5 times in tests
Tested Method,calculate_total,5,Called 5 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,2,Called 2 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_invalid_threshold <-> test_init_invalid_shipping_cost,100.0,"Similarity: 100.0% (lines 26, 30)"
Potential Duplicate,test_init_invalid_threshold <-> test_init_invalid_type_threshold,100.0,"Similarity: 100.0% (lines 26, 38)"
Potential Duplicate,test_init_invalid_shipping_cost <-> test_init_invalid_type_threshold,100.0,"Similarity: 100.0% (lines 30, 38)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_existing_update_quantity,85.0,"Similarity: 85.0% (lines 47, 51)"
Potential Duplicate,test_add_item_existing_update_quantity <-> test_total_items_calculation,82.2,"Similarity: 82.2% (lines 51, 179)"
Potential Duplicate,test_add_item_different_price_same_name <-> test_add_item_zero_price,86.7,"Similarity: 86.7% (lines 56, 65)"
Potential Duplicate,test_add_item_different_price_same_name <-> test_add_item_negative_price,86.7,"Similarity: 86.7% (lines 56, 69)"
Potential Duplicate,test_add_item_different_price_same_name <-> test_add_item_zero_quantity,86.7,"Similarity: 86.7% (lines 56, 73)"
Potential Duplicate,test_add_item_different_price_same_name <-> test_add_item_invalid_type_price,85.0,"Similarity: 85.0% (lines 56, 81)"
Potential Duplicate,test_add_item_different_price_same_name <-> test_add_item_invalid_type_quantity,85.0,"Similarity: 85.0% (lines 56, 85)"
