Category,Name,Count,Details
Tested Method,__init__,95,Called 95 times in tests
Tested Method,add_item,71,Called 71 times in tests
Tested Method,remove_item,11,Called 11 times in tests
Tested Method,get_subtotal,5,Called 5 times in tests
Tested Method,apply_discount,11,Called 11 times in tests
Tested Method,calculate_shipping,6,Called 6 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,12,Called 12 times in tests
Tested Method,total_items,5,Called 5 times in tests
Tested Method,list_items,5,Called 5 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,4,Called 4 times in tests
Potential Duplicate,test_init_default_parameters <-> test_init_integer_parameters,93.3,"Similarity: 93.3% (lines 6, 63)"
Potential Duplicate,test_init_tax_rate_lower_boundary <-> test_init_tax_rate_upper_boundary,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_tax_rate_lower_boundary <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 19, 55)"
Potential Duplicate,test_init_tax_rate_lower_boundary <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 19, 59)"
Potential Duplicate,test_init_tax_rate_upper_boundary <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 23, 55)"
Potential Duplicate,test_init_tax_rate_upper_boundary <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 23, 59)"
Potential Duplicate,test_init_free_shipping_threshold_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 55, 59)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_single_custom_quantity,82.5,"Similarity: 82.5% (lines 69, 77)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_duplicate_accumulates_quantity,82.2,"Similarity: 82.2% (lines 69, 83)"
Potential Duplicate,test_add_item_single_default_quantity <-> test_add_item_multiple_different_items,84.0,"Similarity: 84.0% (lines 69, 90)"
