Category,Name,Count,Details
Tested Method,__init__,102,Called 102 times in tests
Tested Method,add_item,83,Called 83 times in tests
Tested Method,remove_item,11,Called 11 times in tests
Tested Method,get_subtotal,9,Called 9 times in tests
Tested Method,apply_discount,10,Called 10 times in tests
Tested Method,calculate_shipping,6,Called 6 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,18,Called 18 times in tests
Tested Method,total_items,17,Called 17 times in tests
Tested Method,list_items,17,Called 17 times in tests
Tested Method,is_empty,14,Called 14 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_max_tax_rate,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 19, 31)"
Potential Duplicate,test_init_with_max_tax_rate <-> test_init_with_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_init_with_max_tax_rate <-> test_init_with_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 23, 31)"
Potential Duplicate,test_init_with_zero_free_shipping_threshold <-> test_init_with_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 27, 31)"
Potential Duplicate,test_add_item_with_custom_quantity <-> test_total_items_single_item_multiple_quantity,84.0,"Similarity: 84.0% (lines 69, 412)"
Potential Duplicate,test_add_item_with_custom_quantity <-> test_total_items_multiple_items,90.0,"Similarity: 90.0% (lines 69, 417)"
Potential Duplicate,test_add_item_with_custom_quantity <-> test_total_items_after_adding,90.0,"Similarity: 90.0% (lines 69, 423)"
Potential Duplicate,test_add_multiple_different_items <-> test_add_duplicate_item_increases_quantity,90.0,"Similarity: 90.0% (lines 74, 82)"
