Category,Name,Count,Details
Tested Method,__init__,101,Called 101 times in tests
Tested Method,add_item,79,Called 79 times in tests
Tested Method,remove_item,13,Called 13 times in tests
Tested Method,get_subtotal,8,Called 8 times in tests
Tested Method,apply_discount,10,Called 10 times in tests
Tested Method,calculate_shipping,5,Called 5 times in tests
Tested Method,calculate_tax,5,Called 5 times in tests
Tested Method,calculate_total,17,Called 17 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,6,Called 6 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_tax_rate_at_lower_boundary <-> test_init_tax_rate_at_upper_boundary,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_tax_rate_at_lower_boundary <-> test_init_tax_rate_as_integer_within_valid_range,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_tax_rate_at_lower_boundary <-> test_init_free_shipping_threshold_at_boundary,100.0,"Similarity: 100.0% (lines 19, 43)"
Potential Duplicate,test_init_tax_rate_at_lower_boundary <-> test_init_shipping_cost_at_boundary,100.0,"Similarity: 100.0% (lines 19, 55)"
Potential Duplicate,test_init_tax_rate_at_upper_boundary <-> test_init_tax_rate_as_integer_within_valid_range,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_init_tax_rate_at_upper_boundary <-> test_init_free_shipping_threshold_at_boundary,100.0,"Similarity: 100.0% (lines 23, 43)"
Potential Duplicate,test_init_tax_rate_at_upper_boundary <-> test_init_shipping_cost_at_boundary,100.0,"Similarity: 100.0% (lines 23, 55)"
Potential Duplicate,test_init_tax_rate_as_integer_within_valid_range <-> test_init_free_shipping_threshold_at_boundary,100.0,"Similarity: 100.0% (lines 27, 43)"
Potential Duplicate,test_init_tax_rate_as_integer_within_valid_range <-> test_init_shipping_cost_at_boundary,100.0,"Similarity: 100.0% (lines 27, 55)"
Potential Duplicate,test_init_free_shipping_threshold_at_boundary <-> test_init_shipping_cost_at_boundary,100.0,"Similarity: 100.0% (lines 43, 55)"
