Category,Name,Count,Details
Tested Method,__init__,87,Called 87 times in tests
Tested Method,add_item,53,Called 53 times in tests
Tested Method,remove_item,7,Called 7 times in tests
Tested Method,get_subtotal,5,Called 5 times in tests
Tested Method,apply_discount,10,Called 10 times in tests
Tested Method,calculate_shipping,8,Called 8 times in tests
Tested Method,calculate_tax,8,Called 8 times in tests
Tested Method,calculate_total,11,Called 11 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,4,Called 4 times in tests
Potential Duplicate,test_init_default_values <-> test_init_integer_parameters,93.3,"Similarity: 93.3% (lines 6, 55)"
Potential Duplicate,test_init_boundary_tax_rate_zero <-> test_init_boundary_tax_rate_one,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_add_item_basic <-> test_add_item_default_quantity,82.5,"Similarity: 82.5% (lines 61, 69)"
Potential Duplicate,test_add_item_basic <-> test_add_item_same_name_same_price_increases_quantity,90.0,"Similarity: 90.0% (lines 61, 74)"
Potential Duplicate,test_add_item_basic <-> test_add_item_different_items,87.5,"Similarity: 87.5% (lines 61, 81)"
Potential Duplicate,test_add_item_basic <-> test_add_item_integer_price,85.7,"Similarity: 85.7% (lines 61, 133)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_same_name_same_price_increases_quantity,82.5,"Similarity: 82.5% (lines 69, 74)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_different_items,86.7,"Similarity: 86.7% (lines 69, 81)"
Potential Duplicate,test_add_item_same_name_same_price_increases_quantity <-> test_add_item_different_items,87.5,"Similarity: 87.5% (lines 74, 81)"
Potential Duplicate,test_add_item_same_name_same_price_increases_quantity <-> test_add_item_integer_price,82.5,"Similarity: 82.5% (lines 74, 133)"
