Category,Name,Count,Details
Tested Method,__init__,85,Called 85 times in tests
Tested Method,add_item,76,Called 76 times in tests
Tested Method,remove_item,12,Called 12 times in tests
Tested Method,get_subtotal,9,Called 9 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,7,Called 7 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,13,Called 13 times in tests
Tested Method,total_items,16,Called 16 times in tests
Tested Method,list_items,15,Called 15 times in tests
Tested Method,is_empty,9,Called 9 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_with_default_parameters <-> test_init_with_very_large_values,84.0,"Similarity: 84.0% (lines 6, 30)"
Potential Duplicate,test_init_with_custom_parameters <-> test_init_with_negative_values,90.0,"Similarity: 90.0% (lines 12, 24)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_add_item_with_specified_quantity,90.0,"Similarity: 90.0% (lines 36, 41)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_add_item_with_zero_quantity,100.0,"Similarity: 100.0% (lines 36, 66)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_add_item_with_negative_quantity,90.0,"Similarity: 90.0% (lines 36, 77)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_add_item_with_very_large_quantity,90.0,"Similarity: 90.0% (lines 36, 93)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_total_items_with_single_item_quantity_one,100.0,"Similarity: 100.0% (lines 36, 380)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_total_items_with_single_item_quantity_greater_than_one,90.0,"Similarity: 90.0% (lines 36, 385)"
Potential Duplicate,test_add_item_with_default_quantity <-> test_total_items_with_multiple_different_items,82.2,"Similarity: 82.2% (lines 36, 390)"
Potential Duplicate,test_add_item_with_specified_quantity <-> test_add_item_with_zero_quantity,90.0,"Similarity: 90.0% (lines 41, 66)"
