Category,Name,Count,Details
Tested Method,__init__,101,Called 101 times in tests
Tested Method,add_item,63,Called 63 times in tests
Tested Method,remove_item,8,Called 8 times in tests
Tested Method,get_subtotal,8,Called 8 times in tests
Tested Method,apply_discount,11,Called 11 times in tests
Tested Method,calculate_shipping,7,Called 7 times in tests
Tested Method,calculate_tax,7,Called 7 times in tests
Tested Method,calculate_total,12,Called 12 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,5,Called 5 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_default_values <-> test_init_integer_values_accepted,93.3,"Similarity: 93.3% (lines 6, 67)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_tax_rate_one,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 19, 35)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 19, 43)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 23, 35)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 23, 43)"
Potential Duplicate,test_init_free_shipping_threshold_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 35, 43)"
Potential Duplicate,test_init_free_shipping_threshold_negative_raises_value_error <-> test_init_shipping_cost_negative_raises_value_error,100.0,"Similarity: 100.0% (lines 39, 47)"
Potential Duplicate,test_init_free_shipping_threshold_negative_raises_value_error <-> test_init_tax_rate_none_raises_type_error,100.0,"Similarity: 100.0% (lines 39, 55)"
Potential Duplicate,test_init_shipping_cost_negative_raises_value_error <-> test_init_tax_rate_none_raises_type_error,100.0,"Similarity: 100.0% (lines 47, 55)"
