Category,Name,Count,Details
Tested Method,__init__,40,Called 40 times in tests
Tested Method,add_item,59,Called 59 times in tests
Tested Method,remove_item,9,Called 9 times in tests
Tested Method,get_subtotal,7,Called 7 times in tests
Tested Method,apply_discount,9,Called 9 times in tests
Tested Method,calculate_shipping,6,Called 6 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,11,Called 11 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,6,Called 6 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,4,Called 4 times in tests
Potential Duplicate,test_init_tax_rate_zero <-> test_init_tax_rate_one,100.0,"Similarity: 100.0% (lines 18, 22)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 18, 54)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 18, 58)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 22, 54)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 22, 58)"
Potential Duplicate,test_init_negative_free_shipping_threshold_raises_value_error <-> test_init_negative_shipping_cost_raises_value_error,100.0,"Similarity: 100.0% (lines 34, 38)"
Potential Duplicate,test_init_zero_free_shipping_threshold <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 54, 58)"
Potential Duplicate,test_add_single_item <-> test_add_item_default_quantity,93.3,"Similarity: 93.3% (lines 67, 71)"
Potential Duplicate,test_add_single_item <-> test_add_multiple_different_items,90.0,"Similarity: 90.0% (lines 67, 75)"
Potential Duplicate,test_add_single_item <-> test_add_same_item_increases_quantity,92.0,"Similarity: 92.0% (lines 67, 80)"
