Category,Name,Count,Details
Tested Method,__init__,4,Called 4 times in tests
Tested Method,add_item,20,Called 20 times in tests
Tested Method,remove_item,2,Called 2 times in tests
Tested Method,get_subtotal,8,Called 8 times in tests
Tested Method,apply_discount,2,Called 2 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,1,Called 1 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,7,Called 7 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_custom_values <-> test_calculate_total_with_discount_and_free_shipping,81.8,"Similarity: 81.8% (lines 16, 123)"
Potential Duplicate,test_add_item_multiple_quantities <-> test_add_item_update_existing,91.4,"Similarity: 91.4% (lines 35, 41)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,83.3,"Similarity: 83.3% (lines 49, 54)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_empty_name,85.0,"Similarity: 85.0% (lines 49, 61)"
Potential Duplicate,test_add_item_invalid_quantity <-> test_add_item_empty_name,84.0,"Similarity: 84.0% (lines 54, 61)"
Potential Duplicate,test_apply_discount <-> test_apply_discount_zero,84.0,"Similarity: 84.0% (lines 85, 92)"
