Category,Name,Count,Details
Tested Method,__init__,104,Called 104 times in tests
Tested Method,add_item,82,Called 82 times in tests
Tested Method,remove_item,11,Called 11 times in tests
Tested Method,get_subtotal,11,Called 11 times in tests
Tested Method,apply_discount,11,Called 11 times in tests
Tested Method,calculate_shipping,7,Called 7 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,19,Called 19 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,6,Called 6 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,4,Called 4 times in tests
Potential Duplicate,test_init_with_default_parameters <-> test_init_with_integer_parameters,93.3,"Similarity: 93.3% (lines 6, 35)"
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_max_tax_rate,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_with_zero_tax_rate <-> test_init_with_zero_shipping_threshold,100.0,"Similarity: 100.0% (lines 19, 31)"
Potential Duplicate,test_init_with_max_tax_rate <-> test_init_with_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_init_with_max_tax_rate <-> test_init_with_zero_shipping_threshold,100.0,"Similarity: 100.0% (lines 23, 31)"
Potential Duplicate,test_init_with_zero_shipping_cost <-> test_init_with_zero_shipping_threshold,100.0,"Similarity: 100.0% (lines 27, 31)"
Potential Duplicate,test_add_item_single_item <-> test_add_item_with_default_quantity,82.5,"Similarity: 82.5% (lines 69, 77)"
Potential Duplicate,test_add_item_single_item <-> test_add_item_multiple_different_items,86.0,"Similarity: 86.0% (lines 69, 82)"
Potential Duplicate,test_add_item_single_item <-> test_add_item_duplicate_same_price,90.0,"Similarity: 90.0% (lines 69, 89)"
