Category,Name,Count,Details
Tested Method,__init__,9,Called 9 times in tests
Tested Method,add_item,25,Called 25 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,5,Called 5 times in tests
Tested Method,total_items,7,Called 7 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_increase_quantity <-> test_total_items,88.6,"Similarity: 88.6% (lines 41, 151)"
Potential Duplicate,test_add_item_invalid_arguments <-> test_add_item_duplicate_name_different_price,86.7,"Similarity: 86.7% (lines 46, 58)"
Potential Duplicate,test_apply_discount_invalid_values <-> test_apply_discount_type_error,84.0,"Similarity: 84.0% (lines 94, 102)"
Potential Duplicate,test_calculate_total_standard <-> test_calculate_total_with_discount_and_free_shipping,83.3,"Similarity: 83.3% (lines 129, 133)"
Potential Duplicate,test_calculate_total_invalid_discount <-> test_calculate_total_type_error,90.0,"Similarity: 90.0% (lines 141, 146)"
