Category,Name,Count,Details
Tested Method,__init__,10,Called 10 times in tests
Tested Method,add_item,28,Called 28 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,3,Called 3 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,2,Called 2 times in tests
Tested Method,list_items,2,Called 2 times in tests
Tested Method,is_empty,3,Called 3 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_negative_threshold <-> test_init_negative_shipping_cost,100.0,"Similarity: 100.0% (lines 35, 39)"
Potential Duplicate,test_add_item_success <-> test_add_item_existing_increases_quantity,90.0,"Similarity: 90.0% (lines 43, 50)"
Potential Duplicate,test_add_item_invalid_types <-> test_add_item_empty_name,84.0,"Similarity: 84.0% (lines 56, 64)"
Potential Duplicate,test_add_item_invalid_types <-> test_add_item_invalid_price,84.0,"Similarity: 84.0% (lines 56, 68)"
Potential Duplicate,test_add_item_invalid_types <-> test_add_item_invalid_quantity,86.7,"Similarity: 86.7% (lines 56, 74)"
Potential Duplicate,test_add_item_invalid_types <-> test_add_item_different_price_same_name,86.7,"Similarity: 86.7% (lines 56, 80)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_quantity,86.7,"Similarity: 86.7% (lines 64, 74)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_different_price_same_name,86.7,"Similarity: 86.7% (lines 64, 80)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,86.7,"Similarity: 86.7% (lines 68, 74)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_different_price_same_name,86.7,"Similarity: 86.7% (lines 68, 80)"
