Category,Name,Count,Details
Tested Method,__init__,90,Called 90 times in tests
Tested Method,add_item,68,Called 68 times in tests
Tested Method,remove_item,10,Called 10 times in tests
Tested Method,get_subtotal,12,Called 12 times in tests
Tested Method,apply_discount,12,Called 12 times in tests
Tested Method,calculate_shipping,23,Called 23 times in tests
Tested Method,calculate_tax,12,Called 12 times in tests
Tested Method,calculate_total,11,Called 11 times in tests
Tested Method,total_items,9,Called 9 times in tests
Tested Method,list_items,9,Called 9 times in tests
Tested Method,is_empty,9,Called 9 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_default_parameters <-> test_init_all_custom_parameters,88.6,"Similarity: 88.6% (lines 6, 25)"
Potential Duplicate,test_init_custom_tax_rate <-> test_init_zero_tax_rate,86.7,"Similarity: 86.7% (lines 12, 31)"
Potential Duplicate,test_init_custom_tax_rate <-> test_init_negative_tax_rate,100.0,"Similarity: 100.0% (lines 12, 44)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_tax_positive_amount,85.0,"Similarity: 85.0% (lines 12, 267)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_tax_negative_amount,85.0,"Similarity: 85.0% (lines 12, 275)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_tax_custom_rate,84.0,"Similarity: 84.0% (lines 12, 283)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_tax_zero_rate,86.7,"Similarity: 86.7% (lines 12, 287)"
Potential Duplicate,test_init_custom_shipping_threshold <-> test_init_custom_shipping_cost,85.0,"Similarity: 85.0% (lines 16, 21)"
Potential Duplicate,test_init_custom_shipping_threshold <-> test_init_zero_shipping_cost,86.7,"Similarity: 86.7% (lines 16, 40)"
Potential Duplicate,test_init_custom_shipping_threshold <-> test_init_negative_shipping_threshold,86.7,"Similarity: 86.7% (lines 16, 48)"
