Category,Name,Count,Details
Tested Method,__init__,48,Called 48 times in tests
Tested Method,add_item,26,Called 26 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,3,Called 3 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,2,Called 2 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,3,Called 3 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_success <-> test_add_item_existing_update_quantity,91.4,"Similarity: 91.4% (lines 45, 51)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_name_type,85.0,"Similarity: 85.0% (lines 58, 64)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_name_empty,86.7,"Similarity: 86.7% (lines 58, 69)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_price_type,85.0,"Similarity: 85.0% (lines 58, 74)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_price_value,85.0,"Similarity: 85.0% (lines 58, 79)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_quantity_type,90.0,"Similarity: 90.0% (lines 58, 86)"
Potential Duplicate,test_add_item_conflict_price <-> test_add_item_invalid_quantity_value,93.3,"Similarity: 93.3% (lines 58, 91)"
Potential Duplicate,test_add_item_invalid_name_type <-> test_add_item_invalid_name_empty,90.0,"Similarity: 90.0% (lines 64, 69)"
Potential Duplicate,test_add_item_invalid_name_type <-> test_add_item_invalid_quantity_type,85.0,"Similarity: 85.0% (lines 64, 86)"
Potential Duplicate,test_add_item_invalid_name_type <-> test_add_item_invalid_quantity_value,86.7,"Similarity: 86.7% (lines 64, 91)"
