Category,Name,Count,Details
Tested Method,__init__,9,Called 9 times in tests
Tested Method,add_item,24,Called 24 times in tests
Tested Method,remove_item,4,Called 4 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,5,Called 5 times in tests
Tested Method,total_items,5,Called 5 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_negative_threshold <-> test_init_negative_shipping_cost,100.0,"Similarity: 100.0% (lines 29, 33)"
Potential Duplicate,test_add_item_update_quantity <-> test_total_items_multiple,82.2,"Similarity: 82.2% (lines 46, 182)"
Potential Duplicate,test_add_item_quantity_less_than_one <-> test_add_item_different_price_error,93.3,"Similarity: 93.3% (lines 63, 67)"
Potential Duplicate,test_add_item_quantity_less_than_one <-> test_add_item_invalid_types,86.7,"Similarity: 86.7% (lines 63, 72)"
Potential Duplicate,test_add_item_different_price_error <-> test_add_item_invalid_types,85.0,"Similarity: 85.0% (lines 67, 72)"
Potential Duplicate,test_apply_discount_normal <-> test_apply_discount_zero,86.7,"Similarity: 86.7% (lines 98, 102)"
Potential Duplicate,test_apply_discount_normal <-> test_apply_discount_hundred_percent,86.7,"Similarity: 86.7% (lines 98, 106)"
Potential Duplicate,test_apply_discount_zero <-> test_apply_discount_hundred_percent,100.0,"Similarity: 100.0% (lines 102, 106)"
Potential Duplicate,test_apply_discount_out_of_range_high <-> test_apply_discount_out_of_range_low,86.7,"Similarity: 86.7% (lines 110, 114)"
Potential Duplicate,test_apply_discount_out_of_range_low <-> test_apply_discount_negative_subtotal,86.7,"Similarity: 86.7% (lines 114, 118)"
