Category,Name,Count,Details
Tested Method,__init__,12,Called 12 times in tests
Tested Method,add_item,23,Called 23 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,5,Called 5 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,4,Called 4 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_empty_name <-> test_add_item_type_error_name,90.0,"Similarity: 90.0% (lines 56, 68)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,100.0,"Similarity: 100.0% (lines 60, 64)"
Potential Duplicate,test_apply_discount_success <-> test_apply_discount_zero,86.7,"Similarity: 86.7% (lines 94, 98)"
Potential Duplicate,test_apply_discount_negative_subtotal <-> test_apply_discount_type_error,86.7,"Similarity: 86.7% (lines 101, 109)"
Potential Duplicate,test_calculate_shipping_below_threshold <-> test_calculate_shipping_at_threshold,93.3,"Similarity: 93.3% (lines 113, 117)"
