Category,Name,Count,Details
Tested Method,__init__,37,Called 37 times in tests
Tested Method,add_item,21,Called 21 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,6,Called 6 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,2,Called 2 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,5,Called 5 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_name_conflict <-> test_add_item_invalid_name,84.0,"Similarity: 84.0% (lines 48, 54)"
Potential Duplicate,test_add_item_name_conflict <-> test_add_item_invalid_price,83.3,"Similarity: 83.3% (lines 48, 59)"
Potential Duplicate,test_add_item_name_conflict <-> test_add_item_invalid_quantity,88.0,"Similarity: 88.0% (lines 48, 66)"
Potential Duplicate,test_add_item_invalid_name <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 54, 66)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,86.7,"Similarity: 86.7% (lines 59, 66)"
Potential Duplicate,test_apply_discount_success <-> test_apply_discount_edges,86.7,"Similarity: 86.7% (lines 127, 132)"
Potential Duplicate,test_apply_discount_invalid_rate <-> test_apply_discount_negative_subtotal,85.0,"Similarity: 85.0% (lines 137, 144)"
Potential Duplicate,test_calculate_total_standard_with_shipping <-> test_calculate_total_free_shipping,84.0,"Similarity: 84.0% (lines 170, 175)"
