Category,Name,Count,Details
Tested Method,__init__,45,Called 45 times in tests
Tested Method,add_item,25,Called 25 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,6,Called 6 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,3,Called 3 times in tests
Tested Method,calculate_total,6,Called 6 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_existing_update_quantity <-> test_add_item_multiple_distinct,80.8,"Similarity: 80.8% (lines 41, 47)"
Potential Duplicate,test_add_item_existing_update_quantity <-> test_total_items_sum,87.5,"Similarity: 87.5% (lines 41, 207)"
Potential Duplicate,test_add_item_conflict_different_price <-> test_add_item_empty_name,86.7,"Similarity: 86.7% (lines 54, 60)"
Potential Duplicate,test_add_item_conflict_different_price <-> test_add_item_invalid_price,86.7,"Similarity: 86.7% (lines 54, 65)"
Potential Duplicate,test_add_item_conflict_different_price <-> test_add_item_invalid_quantity,93.3,"Similarity: 93.3% (lines 54, 70)"
Potential Duplicate,test_add_item_conflict_different_price <-> test_add_item_type_error,85.0,"Similarity: 85.0% (lines 54, 75)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 60, 70)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 65, 70)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_type_error,90.0,"Similarity: 90.0% (lines 65, 75)"
Potential Duplicate,test_add_item_invalid_quantity <-> test_add_item_type_error,86.7,"Similarity: 86.7% (lines 70, 75)"
