Category,Name,Count,Details
Tested Method,__init__,47,Called 47 times in tests
Tested Method,add_item,25,Called 25 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,6,Called 6 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_existing_update_quantity <-> test_total_items_multiple,85.0,"Similarity: 85.0% (lines 45, 213)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 61, 68)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_duplicate_name_diff_price,86.7,"Similarity: 86.7% (lines 61, 75)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_type_error,86.7,"Similarity: 86.7% (lines 61, 81)"
Potential Duplicate,test_add_item_invalid_quantity <-> test_add_item_duplicate_name_diff_price,85.0,"Similarity: 85.0% (lines 68, 75)"
Potential Duplicate,test_add_item_invalid_quantity <-> test_add_item_type_error,85.0,"Similarity: 85.0% (lines 68, 81)"
Potential Duplicate,test_add_item_duplicate_name_diff_price <-> test_add_item_type_error,84.0,"Similarity: 84.0% (lines 75, 81)"
Potential Duplicate,test_apply_discount_valid <-> test_apply_discount_zero,86.7,"Similarity: 86.7% (lines 115, 120)"
Potential Duplicate,test_apply_discount_valid <-> test_apply_discount_full,86.7,"Similarity: 86.7% (lines 115, 125)"
Potential Duplicate,test_apply_discount_zero <-> test_apply_discount_full,100.0,"Similarity: 100.0% (lines 120, 125)"
