Category,Name,Count,Details
Tested Method,__init__,11,Called 11 times in tests
Tested Method,add_item,26,Called 26 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,4,Called 4 times in tests
Tested Method,total_items,2,Called 2 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,3,Called 3 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_threshold_negative <-> test_init_shipping_cost_negative,100.0,"Similarity: 100.0% (lines 42, 46)"
Potential Duplicate,test_add_item_valid <-> test_add_item_default_quantity,90.0,"Similarity: 90.0% (lines 50, 55)"
Potential Duplicate,test_add_item_valid <-> test_add_item_update_quantity,90.0,"Similarity: 90.0% (lines 50, 59)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_update_quantity,90.0,"Similarity: 90.0% (lines 55, 59)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_invalid_name_type,85.0,"Similarity: 85.0% (lines 65, 70)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_invalid_price_type,85.0,"Similarity: 85.0% (lines 65, 74)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_invalid_quantity_type,90.0,"Similarity: 90.0% (lines 65, 78)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_empty_name,86.7,"Similarity: 86.7% (lines 65, 82)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_invalid_price_value,93.3,"Similarity: 93.3% (lines 65, 86)"
Potential Duplicate,test_add_item_same_name_diff_price <-> test_add_item_invalid_quantity_value,93.3,"Similarity: 93.3% (lines 65, 92)"
