Category,Name,Count,Details
Tested Method,__init__,16,Called 16 times in tests
Tested Method,add_item,29,Called 29 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,3,Called 3 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,6,Called 6 times in tests
Tested Method,total_items,7,Called 7 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,7,Called 7 times in tests
Tested Method,clear_order,2,Called 2 times in tests
Potential Duplicate,test_init_negative_threshold <-> test_init_negative_shipping_cost,100.0,"Similarity: 100.0% (lines 25, 29)"
Potential Duplicate,test_init_negative_threshold <-> test_init_invalid_threshold_type,100.0,"Similarity: 100.0% (lines 25, 37)"
Potential Duplicate,test_init_negative_shipping_cost <-> test_init_invalid_threshold_type,100.0,"Similarity: 100.0% (lines 29, 37)"
Potential Duplicate,test_add_item_new_default_quantity <-> test_list_items_with_content,83.3,"Similarity: 83.3% (lines 41, 224)"
Potential Duplicate,test_add_item_new_specific_quantity <-> test_add_item_existing_increments_quantity,82.5,"Similarity: 82.5% (lines 46, 50)"
Potential Duplicate,test_add_item_new_specific_quantity <-> test_total_items_multiple,86.7,"Similarity: 86.7% (lines 46, 210)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 56, 68)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_existing_name_different_price,86.7,"Similarity: 86.7% (lines 56, 72)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_name_type,90.0,"Similarity: 90.0% (lines 56, 77)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_quantity_type,86.7,"Similarity: 86.7% (lines 56, 85)"
