Category,Name,Count,Details
Tested Method,__init__,2,Called 2 times in tests
Tested Method,add_item,16,Called 16 times in tests
Tested Method,remove_item,2,Called 2 times in tests
Tested Method,get_subtotal,6,Called 6 times in tests
Tested Method,apply_discount,3,Called 3 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,1,Called 1 times in tests
Tested Method,calculate_total,3,Called 3 times in tests
Tested Method,total_items,3,Called 3 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,6,Called 6 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_calculate_total_no_discount <-> test_calculate_total_with_discount,83.3,"Similarity: 83.3% (lines 79, 83)"
Potential Duplicate,test_calculate_total_no_discount <-> test_calculate_total_shipping_logic_boundary,83.3,"Similarity: 83.3% (lines 79, 87)"
Potential Duplicate,test_calculate_total_with_discount <-> test_calculate_total_shipping_logic_boundary,86.7,"Similarity: 86.7% (lines 83, 87)"
