Category,Name,Count,Details
Tested Method,__init__,6,Called 6 times in tests
Tested Method,add_item,38,Called 38 times in tests
Tested Method,remove_item,4,Called 4 times in tests
Tested Method,get_subtotal,12,Called 12 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,8,Called 8 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,9,Called 9 times in tests
Tested Method,total_items,4,Called 4 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,3,Called 3 times in tests
Potential Duplicate,test_init_default_values <-> test_calculate_total_empty,100.0,"Similarity: 100.0% (lines 9, 178)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_total_with_discount,82.9,"Similarity: 82.9% (lines 13, 187)"
Potential Duplicate,test_init_custom_tax_rate <-> test_calculate_total_free_shipping,83.3,"Similarity: 83.3% (lines 13, 197)"
Potential Duplicate,test_init_custom_free_shipping_threshold <-> test_init_custom_shipping_cost,83.3,"Similarity: 83.3% (lines 19, 25)"
Potential Duplicate,test_add_item_single <-> test_add_item_multiple_different,88.0,"Similarity: 88.0% (lines 31, 39)"
Potential Duplicate,test_add_item_single <-> test_add_item_same_name_updates_quantity,88.0,"Similarity: 88.0% (lines 31, 44)"
Potential Duplicate,test_add_item_single <-> test_remove_item_existing,87.5,"Similarity: 87.5% (lines 31, 81)"
Potential Duplicate,test_add_item_single <-> test_get_subtotal_single_item,100.0,"Similarity: 100.0% (lines 31, 97)"
Potential Duplicate,test_add_item_single <-> test_get_subtotal_multiple_items,85.7,"Similarity: 85.7% (lines 31, 101)"
Potential Duplicate,test_add_item_with_quantity <-> test_add_item_multiple_different,85.7,"Similarity: 85.7% (lines 35, 39)"
