Category,Name,Count,Details
Tested Method,__init__,52,Called 52 times in tests
Tested Method,add_item,25,Called 25 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,3,Called 3 times in tests
Tested Method,total_items,2,Called 2 times in tests
Tested Method,list_items,2,Called 2 times in tests
Tested Method,is_empty,3,Called 3 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_invalid_shipping_type <-> test_init_negative_threshold,100.0,"Similarity: 100.0% (lines 27, 39)"
Potential Duplicate,test_add_item_success <-> test_add_item_with_quantity,82.5,"Similarity: 82.5% (lines 47, 55)"
Potential Duplicate,test_add_item_success <-> test_add_item_update_quantity,88.6,"Similarity: 88.6% (lines 47, 60)"
Potential Duplicate,test_add_item_with_quantity <-> test_add_item_update_quantity,82.5,"Similarity: 82.5% (lines 55, 60)"
Potential Duplicate,test_add_item_invalid_price_type <-> test_add_item_invalid_quantity_type,85.0,"Similarity: 85.0% (lines 72, 77)"
Potential Duplicate,test_add_item_invalid_price_type <-> test_add_item_zero_price,90.0,"Similarity: 90.0% (lines 72, 87)"
Potential Duplicate,test_add_item_invalid_price_type <-> test_add_item_negative_price,90.0,"Similarity: 90.0% (lines 72, 92)"
Potential Duplicate,test_add_item_invalid_price_type <-> test_add_item_zero_quantity,86.7,"Similarity: 86.7% (lines 72, 97)"
Potential Duplicate,test_add_item_invalid_price_type <-> test_add_item_price_mismatch,85.0,"Similarity: 85.0% (lines 72, 102)"
Potential Duplicate,test_add_item_invalid_quantity_type <-> test_add_item_empty_name,86.7,"Similarity: 86.7% (lines 77, 82)"
