Category,Name,Count,Details
Tested Method,__init__,30,Called 30 times in tests
Tested Method,add_item,53,Called 53 times in tests
Tested Method,remove_item,7,Called 7 times in tests
Tested Method,get_subtotal,5,Called 5 times in tests
Tested Method,apply_discount,10,Called 10 times in tests
Tested Method,calculate_shipping,6,Called 6 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,12,Called 12 times in tests
Tested Method,total_items,5,Called 5 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,4,Called 4 times in tests
Potential Duplicate,test_init_tax_rate_zero <-> test_init_tax_rate_one,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_tax_rate_as_int,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 19, 31)"
Potential Duplicate,test_init_tax_rate_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 19, 35)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_tax_rate_as_int,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 23, 31)"
Potential Duplicate,test_init_tax_rate_one <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 23, 35)"
Potential Duplicate,test_init_tax_rate_as_int <-> test_init_free_shipping_threshold_zero,100.0,"Similarity: 100.0% (lines 27, 31)"
Potential Duplicate,test_init_tax_rate_as_int <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 27, 35)"
Potential Duplicate,test_init_free_shipping_threshold_zero <-> test_init_shipping_cost_zero,100.0,"Similarity: 100.0% (lines 31, 35)"
