Category,Name,Count,Details
Tested Method,__init__,54,Called 54 times in tests
Tested Method,add_item,27,Called 27 times in tests
Tested Method,remove_item,3,Called 3 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,8,Called 8 times in tests
Tested Method,calculate_shipping,4,Called 4 times in tests
Tested Method,calculate_tax,4,Called 4 times in tests
Tested Method,calculate_total,5,Called 5 times in tests
Tested Method,total_items,2,Called 2 times in tests
Tested Method,list_items,2,Called 2 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_init_boundary_tax_rate_zero <-> test_init_boundary_tax_rate_one,100.0,"Similarity: 100.0% (lines 19, 23)"
Potential Duplicate,test_init_boundary_tax_rate_zero <-> test_init_zero_threshold_and_shipping,100.0,"Similarity: 100.0% (lines 19, 27)"
Potential Duplicate,test_init_boundary_tax_rate_one <-> test_init_zero_threshold_and_shipping,100.0,"Similarity: 100.0% (lines 23, 27)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_custom_quantity,82.9,"Similarity: 82.9% (lines 56, 63)"
Potential Duplicate,test_add_item_default_quantity <-> test_add_item_update_quantity,88.6,"Similarity: 88.6% (lines 56, 68)"
Potential Duplicate,test_add_item_custom_quantity <-> test_add_item_update_quantity,82.2,"Similarity: 82.2% (lines 63, 68)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_quantity,90.0,"Similarity: 90.0% (lines 75, 90)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_different_price_exists,86.7,"Similarity: 86.7% (lines 75, 95)"
Potential Duplicate,test_add_item_empty_name <-> test_add_item_invalid_types,84.0,"Similarity: 84.0% (lines 75, 101)"
Potential Duplicate,test_add_item_zero_price <-> test_add_item_negative_price,100.0,"Similarity: 100.0% (lines 80, 85)"
