Category,Name,Count,Details
Tested Method,__init__,22,Called 22 times in tests
Tested Method,add_item,49,Called 49 times in tests
Tested Method,remove_item,6,Called 6 times in tests
Tested Method,get_subtotal,10,Called 10 times in tests
Tested Method,apply_discount,7,Called 7 times in tests
Tested Method,calculate_shipping,6,Called 6 times in tests
Tested Method,calculate_tax,5,Called 5 times in tests
Tested Method,calculate_total,9,Called 9 times in tests
Tested Method,total_items,11,Called 11 times in tests
Tested Method,list_items,4,Called 4 times in tests
Tested Method,is_empty,8,Called 8 times in tests
Tested Method,clear_order,6,Called 6 times in tests
Potential Duplicate,test_add_single_item <-> test_add_item_with_quantity,93.3,"Similarity: 93.3% (lines 35, 39)"
Potential Duplicate,test_add_single_item <-> test_add_multiple_different_items,90.0,"Similarity: 90.0% (lines 35, 43)"
Potential Duplicate,test_add_single_item <-> test_total_items_single_item,100.0,"Similarity: 100.0% (lines 35, 276)"
Potential Duplicate,test_add_single_item <-> test_total_items_with_quantity,93.3,"Similarity: 93.3% (lines 35, 280)"
Potential Duplicate,test_add_single_item <-> test_total_items_multiple_items,86.7,"Similarity: 86.7% (lines 35, 284)"
Potential Duplicate,test_add_single_item <-> test_clear_order_resets_total_items,80.8,"Similarity: 80.8% (lines 35, 309)"
Potential Duplicate,test_add_item_with_quantity <-> test_add_multiple_different_items,88.0,"Similarity: 88.0% (lines 39, 43)"
Potential Duplicate,test_add_item_with_quantity <-> test_total_items_single_item,93.3,"Similarity: 93.3% (lines 39, 276)"
Potential Duplicate,test_add_item_with_quantity <-> test_total_items_with_quantity,100.0,"Similarity: 100.0% (lines 39, 280)"
Potential Duplicate,test_add_item_with_quantity <-> test_total_items_multiple_items,90.0,"Similarity: 90.0% (lines 39, 284)"
