Category,Name,Count,Details
Tested Method,__init__,3,Called 3 times in tests
Tested Method,add_item,20,Called 20 times in tests
Tested Method,remove_item,2,Called 2 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,1,Called 1 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,1,Called 1 times in tests
Tested Method,calculate_total,3,Called 3 times in tests
Tested Method,total_items,5,Called 5 times in tests
Tested Method,list_items,3,Called 3 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_update_quantity <-> test_add_item_custom_quantity,83.3,"Similarity: 83.3% (lines 26, 31)"
Potential Duplicate,test_add_item_update_quantity <-> test_total_items,85.0,"Similarity: 85.0% (lines 26, 66)"
Potential Duplicate,test_add_item_custom_quantity <-> test_total_items,85.7,"Similarity: 85.7% (lines 31, 66)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,85.0,"Similarity: 85.0% (lines 35, 39)"
