Category,Name,Count,Details
Tested Method,__init__,96,Called 96 times in tests
Tested Method,add_item,71,Called 71 times in tests
Tested Method,remove_item,13,Called 13 times in tests
Tested Method,get_subtotal,17,Called 17 times in tests
Tested Method,apply_discount,10,Called 10 times in tests
Tested Method,calculate_shipping,7,Called 7 times in tests
Tested Method,calculate_tax,6,Called 6 times in tests
Tested Method,calculate_total,15,Called 15 times in tests
Tested Method,total_items,14,Called 14 times in tests
Tested Method,list_items,8,Called 8 times in tests
Tested Method,is_empty,10,Called 10 times in tests
Tested Method,clear_order,5,Called 5 times in tests
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_shipping_cost,100.0,"Similarity: 100.0% (lines 30, 34)"
Potential Duplicate,test_init_zero_tax_rate <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 30, 38)"
Potential Duplicate,test_init_zero_shipping_cost <-> test_init_zero_free_shipping_threshold,100.0,"Similarity: 100.0% (lines 34, 38)"
Potential Duplicate,test_add_single_item <-> test_add_item_with_explicit_quantity,93.3,"Similarity: 93.3% (lines 54, 59)"
Potential Duplicate,test_add_single_item <-> test_add_item_with_same_name_twice,88.0,"Similarity: 88.0% (lines 54, 71)"
Potential Duplicate,test_add_single_item <-> test_total_items_single_item_quantity_one,100.0,"Similarity: 100.0% (lines 54, 397)"
Potential Duplicate,test_add_single_item <-> test_total_items_single_item_quantity_greater_than_one,93.3,"Similarity: 93.3% (lines 54, 402)"
Potential Duplicate,test_add_single_item <-> test_total_items_multiple_items,86.7,"Similarity: 86.7% (lines 54, 407)"
Potential Duplicate,test_add_item_with_explicit_quantity <-> test_add_item_with_same_name_twice,92.0,"Similarity: 92.0% (lines 59, 71)"
Potential Duplicate,test_add_item_with_explicit_quantity <-> test_total_items_single_item_quantity_one,93.3,"Similarity: 93.3% (lines 59, 397)"
