Category,Name,Count,Details
Tested Method,__init__,3,Called 3 times in tests
Tested Method,add_item,17,Called 17 times in tests
Tested Method,remove_item,2,Called 2 times in tests
Tested Method,get_subtotal,5,Called 5 times in tests
Tested Method,apply_discount,4,Called 4 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,2,Called 2 times in tests
Tested Method,calculate_total,2,Called 2 times in tests
Tested Method,total_items,4,Called 4 times in tests
Tested Method,list_items,1,Called 1 times in tests
Tested Method,is_empty,5,Called 5 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_quantity,93.3,"Similarity: 93.3% (lines 25, 29)"
Potential Duplicate,test_add_item_invalid_price <-> test_add_item_invalid_name_type,86.7,"Similarity: 86.7% (lines 25, 35)"
Potential Duplicate,test_add_item_invalid_quantity <-> test_add_item_invalid_name_type,85.0,"Similarity: 85.0% (lines 29, 35)"
Potential Duplicate,test_apply_discount_typical <-> test_apply_discount_zero,86.7,"Similarity: 86.7% (lines 56, 60)"
Potential Duplicate,test_calculate_total_no_discount <-> test_calculate_total_with_discount_and_free_shipping,83.3,"Similarity: 83.3% (lines 85, 89)"
