Category,Name,Count,Details
Tested Method,__init__,5,Called 5 times in tests
Tested Method,add_item,19,Called 19 times in tests
Tested Method,remove_item,2,Called 2 times in tests
Tested Method,get_subtotal,2,Called 2 times in tests
Tested Method,apply_discount,3,Called 3 times in tests
Tested Method,calculate_shipping,3,Called 3 times in tests
Tested Method,calculate_tax,1,Called 1 times in tests
Tested Method,calculate_total,2,Called 2 times in tests
Tested Method,total_items,4,Called 4 times in tests
Tested Method,list_items,2,Called 2 times in tests
Tested Method,is_empty,4,Called 4 times in tests
Tested Method,clear_order,1,Called 1 times in tests
Potential Duplicate,test_add_item_updates_existing_quantity <-> test_total_items_returns_sum_of_quantities,94.3,"Similarity: 94.3% (lines 31, 64)"
Potential Duplicate,test_add_item_price_mismatch_raises_error <-> test_add_item_invalid_inputs_raises_error,90.0,"Similarity: 90.0% (lines 36, 41)"
